review_id,product_category,timestamp,country,rating,review,sentiment,date,year,month,month_name,weekday,hour,review_length,cleaned_review,language,word_count,character_count,sentence_count,avg_word_length,sentiment_driver,rating_group,review_density,weekend,long_review,target,prediction
REV-85D1F564,Toys,2024-09-08 03:49:34+00:00,US,1,Review text not found,Negative,2024-09-08,2024,9,September,Sunday,3,4,review text found,en,3,17,1,5.666666666666667,Other,Low,3.0,1,0,0,Neutral
REV-8E15AA42,Sports,2024-09-05 13:35:52+00:00,US,4,Review text not found,Positive,2024-09-05,2024,9,September,Thursday,13,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-C3074BEC,Fashion,2024-09-06 12:10:56+00:00,GB,4,Review text not found,Positive,2024-09-06,2024,9,September,Friday,12,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-635D16F3,Sports,2024-09-03 01:12:27+00:00,US,1,Review text not found,Negative,2024-09-03,2024,9,September,Tuesday,1,4,review text found,en,3,17,1,5.666666666666667,Other,Low,3.0,0,0,0,Neutral
REV-B8A72BFD,Home & Living,2024-08-31 09:58:33+00:00,IN,3,This is good and easy to use ,Neutral,2024-08-31,2024,8,August,Saturday,9,7,good easy use,en,3,13,1,4.333333333333333,Other,Medium,3.0,1,0,1,Positive
REV-73DE25C9,Beauty,2024-08-31 09:51:40+00:00,PK,1,They sell all the good products by itself. They don't let the sellers to sell good branded products. It seems this platform is not for other sellers. Amazon will dominate selling all the products in the near future.,Negative,2024-08-31,2024,8,August,Saturday,9,38,sell good product dont let seller sell good branded product seems platform seller amazon dominate selling product near future,en,19,125,4,6.578947368421052,Other,Low,4.75,1,0,0,Neutral
REV-EBA8CFE7,Food & Grocery,2024-08-30 22:27:14+00:00,GB,1,"Used to be great, but now nothing seems to arrive on time anymore. Tracking isn't the best as I didn't get to find out stuff isn't arriving until well after it should have arrived. Cant really say the prime membership is worth it if the biggest benefit,  that being free next day delivery,  doesn't work anymore, what's the point? Taking the money & reducing the service, seems to be the norm now. This country used to be good, but seems noone cares at all these days. Amazon falling in line with the rest of the companies that don't value good service any more. ",Negative,2024-08-30,2024,8,August,Friday,22,103,used great nothing seems arrive time anymore tracking isnt best didnt get find stuff isnt arriving well arrived cant really say prime membership worth biggest benefit free next day delivery doesnt work anymore whats point taking money reducing service seems norm country used good seems noone care day amazon falling line rest company dont value good service,en,57,358,6,6.280701754385965,Delivery,Low,9.5,0,1,0,Neutral
REV-3EEAF8D3,Sports,2024-08-30 12:08:39+00:00,GB,2,"Tired of Amazon offering same day or next day delivery, and after ordering and expecting the delivery, it then says arriving the day after expected or even longer.After seeing a very recent review complaining of the same thing, I think they really need to sort it. The main point of paying for Prime is for the convenience and next day delivery and yet you are still charged higher then what you pay elsewhere and no next day delivery.",Negative,2024-08-30,2024,8,August,Friday,12,78,tired amazon offering day next day delivery ordering expecting delivery say arriving day expected even longerafter seeing recent review complaining thing think really need sort main point paying prime convenience next day delivery yet still charged higher pay elsewhere next day delivery,en,42,287,2,6.833333333333333,Delivery,Low,21.0,0,0,0,Neutral
REV-DD5CD165,Beauty,2024-09-10 11:07:36+00:00,GB,5,"I purchased Sony WH-CH720N Noise Cancelling Wireless Bluetooth Headphone FOR £64.99 sold by amazon on 28.08.2024, it delivered on 29.08.2024 and PACKAGE IS EMPTY. IT'S RIDICULOUS.Customer service has  refunded the giftcard balance and money i paid after 72 working hours. ",Positive,2024-09-10,2024,9,September,Tuesday,11,40,purchased sony whchn noise cancelling wireless bluetooth headphone £ sold amazon delivered package empty ridiculouscustomer service refunded giftcard balance money paid working hour,en,23,181,2,7.869565217391305,Price,High,11.5,0,0,2,Negative
REV-27B54A19,Food & Grocery,2024-08-29 12:57:16+00:00,GB,2,"I'm giving a low star for two reasons on amazon, one finding 4k version s of the shows is a stupid annoying thing, but even more annoying I payed for 1year add free.  But it instead pays one year and then takes out 2.99 a month. Horrible thing to do when I thought I was paying add free and prime for 1 year. It's very deceptive thing to do especially for someone willing to pay the higher tier. ",Negative,2024-08-29,2024,8,August,Thursday,12,78,im giving low star two reason amazon one finding k version show stupid annoying thing even annoying payed year add free instead pay one year take month horrible thing thought paying add free prime year deceptive thing especially someone willing pay higher tier,en,43,260,4,6.046511627906977,Other,Low,10.75,0,0,0,Neutral
REV-ADB54541,Sports,2024-08-28 21:51:32+00:00,IE,4,Where is my package arrived half hour go where it ,Positive,2024-08-28,2024,8,August,Wednesday,21,10,package arrived half hour go,en,5,28,1,5.6,Delivery,High,5.0,0,0,2,Negative
REV-B94787F3,Sports,2024-08-28 21:16:37+00:00,GB,1,Had an issue with a order not really thier fault however I found the chat associate dismissive abrupt and eager to get rid of me think the name was Tamira something like that. ,Negative,2024-08-28,2024,8,August,Wednesday,21,33,issue order really thier fault however found chat associate dismissive abrupt eager get rid think name tamira something like,en,19,124,1,6.526315789473684,Other,Low,19.0,0,0,0,Positive
REV-D300AC4E,Beauty,2024-08-27 18:54:37+00:00,CA,1,"i just bought a track suit that doesn’t look nothing like it did in the pictures waste of money, just buy the real deal stuff dont waste ur time on fake stuff",Negative,2024-08-27,2024,8,August,Tuesday,18,32,bought track suit ’ look nothing like picture waste money buy real deal stuff dont waste ur time fake stuff,en,20,107,1,5.35,Price,Low,20.0,0,0,0,Neutral
REV-19467B9C,Fashion,2024-08-25 22:30:19+00:00,GB,1,"Purchased Chairs in Oct 23 for outside use, used in Spring 24, one collapsed, do you think Amazon have helped!! Not at all….. Stopped all ordering from this household ",Negative,2024-08-25,2024,8,August,Sunday,22,29,purchased chair oct outside use used spring one collapsed think amazon helped all… stopped ordering household,en,16,109,3,6.8125,Other,Low,5.333333333333333,1,0,0,Positive
REV-5245FE7F,Electronics,2024-08-25 17:29:07+00:00,GB,1,Terrible Driver Who I have recorded rings different apartment number drops stuff outside on footpath walks away in 5 seconds 400 pounds worth of my products ordered. 😡😡😡,Negative,2024-08-25,2024,8,August,Sunday,17,28,terrible driver recorded ring different apartment number drop stuff outside footpath walk away second pound worth product ordered 😡😡😡,en,19,133,2,7.0,Delivery,Low,9.5,1,0,0,Neutral
REV-4D41401F,Electronics,2024-08-24 00:37:11+00:00,CA,1,"Usually, I would give 5 stars to Amazon, always good service, but not this time. I ordered 6 items eligible for free delivery. But, as you know, you have to remember to click on the option “free delivery” because by default the most expensive way to deliver is checked. And this time I forgot to check “free delivery” and they charged me $ 17.50. I called them, but it was too late. I will never forget to check the right option next times. I don’t like this way of business. If they promote the product eligible for free delivery, “free delivery” should be checked by default, and if we want to pay for a faster delivery, we should check the option ourself. ",Negative,2024-08-24,2024,8,August,Saturday,0,122,usually would give star amazon always good service time ordered item eligible free delivery know remember click option “ free delivery ” default expensive way deliver checked time forgot check “ free delivery ” charged called late never forget check right option next time ’ like way business promote product eligible free delivery “ free delivery ” checked default want pay faster delivery check option ourself,en,66,411,8,6.227272727272728,Delivery,Low,8.25,1,1,0,Neutral
REV-5AC22C7E,Beauty,2024-08-23 13:06:49+00:00,US,4,Review text not found,Positive,2024-08-23,2024,8,August,Friday,13,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-99B5C292,Fashion,2024-08-23 12:36:36+00:00,GB,4,Review text not found,Positive,2024-08-23,2024,8,August,Friday,12,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-90CA578B,Home & Living,2024-08-23 10:11:32+00:00,IN,1,Very bad servicebad experience,Negative,2024-08-23,2024,8,August,Friday,10,4,bad servicebad experience,es,3,25,1,8.333333333333334,Customer Support,Low,3.0,0,0,0,Positive
REV-1F2E3558,Electronics,2024-08-22 15:14:07+00:00,US,4,Review text not found,Positive,2024-08-22,2024,8,August,Thursday,15,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-96E224AD,Toys,2024-08-22 12:45:45+00:00,GB,1,"I always had Amazon for professional company that I used for years, until they decided to sell me an expensive item that they don't even have in stock. I took a day off to wait for delivery, and the only thing they delivered is an email saying they will let me know when item is ready for delivery. Very reliable. Good job.",Negative,2024-08-22,2024,8,August,Thursday,12,62,always amazon professional company used year decided sell expensive item dont even stock took day wait delivery thing delivered email saying let know item ready delivery reliable good job,en,29,187,4,6.448275862068965,Delivery,Low,7.25,0,0,0,Neutral
REV-D640D32F,Toys,2024-08-22 12:05:29+00:00,GB,4,"Shopping on Amazon has been a mixed bag. The prices are generally good, but the quality of products can be hit or miss. Delivery times are average, and customer service is responsive but sometimes slow. Not bad, but not perfect either.",Positive,2024-08-22,2024,8,August,Thursday,12,41,shopping amazon mixed bag price generally good quality product hit miss delivery time average customer service responsive sometimes slow bad perfect either,en,22,155,4,7.045454545454546,Delivery,High,5.5,0,0,2,Neutral
REV-45437EA0,Sports,2024-08-22 10:50:34+00:00,HK,3,"Amazon is a platform with a good variety of products, but the problem is the price",Neutral,2024-08-22,2024,8,August,Thursday,10,16,amazon platform good variety product problem price,en,7,50,1,7.142857142857143,Price,Medium,7.0,0,0,1,Positive
REV-064F2B6E,Toys,2024-08-20 18:55:17+00:00,GB,1,I ordered a car Jack and axle stands and only got the jack.Also I ordered a hard hat for work and got a ladies poce of clothing ,Negative,2024-08-20,2024,8,August,Tuesday,18,27,ordered car jack axle stand got jackalso ordered hard hat work got lady poce clothing,en,15,85,1,5.666666666666667,Other,Low,15.0,0,0,0,Positive
REV-B1ADAA6C,Fashion,2024-08-20 10:19:27+00:00,IN,1,Third class service.Not to use Amazon shipping services.,Negative,2024-08-20,2024,8,August,Tuesday,10,8,third class servicenot use amazon shipping service,en,7,50,1,7.142857142857143,Delivery,Low,7.0,0,0,0,Positive
REV-70D1394E,Home & Living,2024-08-20 07:12:24+00:00,DE,5,It’s very nice ,Positive,2024-08-20,2024,8,August,Tuesday,7,3,’ nice,pl,2,6,1,3.0,Other,High,2.0,0,0,2,Neutral
REV-DF70D182,Toys,2024-08-17 20:05:06+00:00,GB,1,Ridiculous standars of delivery - just leave outside house and they don't take thd  ring the bell when u r in ,Negative,2024-08-17,2024,8,August,Saturday,20,21,ridiculous standars delivery leave outside house dont take thd ring bell u r,en,13,76,1,5.846153846153846,Delivery,Low,13.0,1,0,0,Neutral
REV-4F25E376,Home & Living,2024-08-17 09:08:46+00:00,US,3,"amazing service, liked it",Neutral,2024-08-17,2024,8,August,Saturday,9,4,amazing service liked,hr,3,21,1,7.0,Customer Support,Medium,3.0,1,0,1,Positive
REV-F416E511,Fashion,2024-08-15 18:37:48+00:00,US,2,Amazon is the World Biggest Scam operation. They charge you for Prime services 9.99 per month to offer you Savings which you Don't get .  example: Anytime a product jump from 4.99 to 9.99 they pocket 5.00 off you . that is NOOOOOOOOOO saving using Prime discount. Only thing Prime services is good for is watching movies which I don't use. I use my Free movie apps for that.Ebay rips you off too but not as noticable as Amazon ,Negative,2024-08-15,2024,8,August,Thursday,18,79,amazon world biggest scam operation charge prime service per month offer saving dont get example anytime product jump pocket noooooooooo saving using prime discount thing prime service good watching movie dont use use free movie apps thatebay rip noticable amazon,en,40,263,6,6.575,Customer Support,Low,6.666666666666667,0,0,0,Positive
REV-5F410642,Fashion,2024-08-15 11:54:48+00:00,AU,5,Review text not found,Positive,2024-08-15,2024,8,August,Thursday,11,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-4BD1572E,Home & Living,2024-08-14 22:52:24+00:00,US,2,"I really like Amazon, I can always find my products pretty well. I have a ebt card and amazon is discriminating what I can purchase.That's control. I understand that ebt food has particular boundaries which I understand, however, when it's a food product that is in this case organic and there is nothing wrong with it and their denying me, that is wrong.  Amazon is a discriminating company. I'm taking my business elsewhere. ",Negative,2024-08-14,2024,8,August,Wednesday,22,73,really like amazon always find product pretty well ebt card amazon discriminating purchasethats control understand ebt food particular boundary understand however food product case organic nothing wrong denying wrong amazon discriminating company im taking business elsewhere,en,36,275,5,7.638888888888889,Other,Low,7.2,0,0,0,Neutral
REV-FAC8A631,Electronics,2024-08-13 16:13:15+00:00,IN,5,Review text not found,Positive,2024-08-13,2024,8,August,Tuesday,16,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-30E615A5,Fashion,2024-08-11 13:24:55+00:00,NL,1,Customerservice not available!!Refund takes WAY too long!!,Negative,2024-08-11,2024,8,August,Sunday,13,7,customerservice availablerefund take way long,en,5,45,3,9.0,Price,Low,1.6666666666666667,1,0,0,Positive
REV-3F267AAA,Beauty,2024-08-09 20:05:08+00:00,US,2,"I've been an Amazon customer for a long time and miss the ""true"" 2-day delivery they had. Nowadays, 'everything' seems to be Prime with no guarantee as far as the delivery goes. The price is 'okay' at best and constantly having to shuffle around for best prices.The worst part is the returns. I've had constant issues when in fact, I drop off the items at Kohl's which the employees always check and verify and even then, Amazon will receive it and a week or two later, they claim I didn't send it back. They ensure that I won't be charged but do anyway and of course, I need to call or chat with them all over again. I waste 15-20 minutes every time which is absurd. I used to spend over $100K a year at Amazon including my business but not much any more as other companies are offering either better deals and/or services. But nothing is forever (even Bezos said once) so I just do what I can to make sure I find good prices and service.",Negative,2024-08-09,2024,8,August,Friday,20,178,ive amazon customer long time miss true day delivery nowadays everything seems prime guarantee far delivery go price okay best constantly shuffle around best pricesthe worst part return ive constant issue fact drop item kohl employee always check verify even amazon receive week two later claim didnt send back ensure wont charged anyway course need call chat waste minute every time absurd used spend k year amazon including business much company offering either better deal andor service nothing forever even bezos said make sure find good price service,en,88,555,8,6.306818181818182,Delivery,Low,11.0,0,1,0,Neutral
REV-C0B5FD51,Sports,2024-08-09 05:06:43+00:00,DK,1,Review text not found,Negative,2024-08-09,2024,8,August,Friday,5,4,review text found,en,3,17,1,5.666666666666667,Other,Low,3.0,0,0,0,Neutral
REV-D5D9C1AA,Food & Grocery,2024-08-09 14:29:36+00:00,US,4,Customer service help me.,Positive,2024-08-09,2024,8,August,Friday,14,4,customer service help,en,3,21,1,7.0,Customer Support,High,3.0,0,0,2,Negative
REV-2883A688,Electronics,2024-08-07 15:01:10+00:00,US,1,Amazon.com turning into a low level online shopping source and negative overall experience. Delayed orders. Lost orders. Wrong orders. Questionable product authenticity. Dog and pony show customer service chat dialog. Place is no longer what it once was. Prices aren't even that competitive. Pushing Prime membership relentlessly. Maybe that's the problem.  Not a member not a customer ,Negative,2024-08-07,2024,8,August,Wednesday,15,57,amazoncom turning low level online shopping source negative overall experience delayed order lost order wrong order questionable product authenticity dog pony show customer service chat dialog place longer price arent even competitive pushing prime membership relentlessly maybe thats problem member customer,en,41,308,11,7.512195121951219,Delivery,Low,3.727272727272727,0,0,0,Positive
REV-D1CB1569,Beauty,2024-08-07 04:43:11+00:00,EG,2,Not good at allLots of errors in delivery of orders,Negative,2024-08-07,2024,8,August,Wednesday,4,10,good alllots error delivery order,da,5,33,1,6.6,Delivery,Low,5.0,0,0,0,Positive
REV-EC48C7EA,Toys,2024-08-06 17:03:16+00:00,CA,1,"Man Amazon used to be the bomb! Now it sucks most days, prices are up quality is down and prime shipping is a joke! 8 days for prime delivery on the last item I shopped for 🤣😂 Amazon is no longer my go to for everything that’s for sure. Lots of big stores offer free shipping now and lots of better deals out there so shop around!",Negative,2024-08-06,2024,8,August,Tuesday,17,67,man amazon used bomb suck day price quality prime shipping joke day prime delivery last item shopped 🤣😂 amazon longer go everything ’ sure lot big store offer free shipping lot better deal shop around,en,35,200,4,5.714285714285714,Delivery,Low,8.75,0,0,0,Neutral
REV-EEEEEFC6,Food & Grocery,2024-08-06 09:25:11+00:00,PT,1,"Just the Worse website and marketplace in the world!Theres nothing here positive, overall they have the highest price for any item I ever see, offcourse as a trick they have probably less them 1% of product priced competitively to make you think they are cheap, but they are not! It's not normal this website have buyers even,overall they are so expensive, slow shipping, and you will never know when they debit your card  without authorization! This site is totally out of law, they violate all laws of any country, and offcourse  they need to be shutdown! ",Negative,2024-08-06,2024,8,August,Tuesday,9,96,worse website marketplace worldtheres nothing positive overall highest price item ever see offcourse trick probably less product priced competitively make think cheap normal website buyer evenoverall expensive slow shipping never know debit card without authorization site totally law violate law country offcourse need shutdown,en,44,328,3,7.454545454545454,Delivery,Low,14.666666666666666,0,0,0,Positive
REV-8040435A,Beauty,2024-08-05 14:31:39+00:00,US,4,"I think Amazon is losing its control of deliveries. I am a Prime member and Amazon customer for over 10 years. This is the second time they tell me my package is probably lost. The first was a couple of months ago, a cordless vacuum I had to cancel the order after 10 days of no arrival. Now, I keep waiting for another order that has been tracked all the way to my local area. Its been four days and it now says that ""the package may be lost"". They have been very good in the past but I cant hide my disappointment when this happens. COMON, AMAZON..GET A GRIP!!! ",Positive,2024-08-05,2024,8,August,Monday,14,110,think amazon losing control delivery prime member amazon customer year second time tell package probably lost first couple month ago cordless vacuum cancel order day arrival keep waiting another order tracked way local area four day say package may lost good past cant hide disappointment happens comon amazonget grip,en,49,317,9,6.469387755102041,Delivery,High,5.444444444444445,0,0,2,Neutral
REV-5E8CFE0C,Electronics,2024-08-05 13:45:08+00:00,NL,4,Review text not found,Positive,2024-08-05,2024,8,August,Monday,13,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-16EDC02E,Beauty,2024-08-04 19:59:44+00:00,GB,1,"I normally give full marks for your efficiency, and still do for everything else, but not your book department I have given it zero.first I am convinced that no one in the department has ever read a book, they know nothing about them.their R hand doesn’t know what their l is doing, finding a book is like mining for gold.In short, a reorganisation is called for, with a new head",Negative,2024-08-04,2024,8,August,Sunday,19,70,normally give full mark efficiency still everything else book department given zerofirst convinced one department ever read book know nothing themtheir r hand ’ know l finding book like mining goldin short reorganisation called new head,en,36,236,1,6.555555555555555,Other,Low,36.0,1,0,0,Positive
REV-C9DBFA96,Electronics,2024-08-03 16:48:16+00:00,US,2,"I used to love Amazon many many years ago. Back then, when they didn’t deliver on their prime promise, they refunded you your monthly prime fee. Now, so many things go wrong and they don’t hold themselves accountable. 1. The customer support chat is a super hidden feature. I’ve figured out how to access it now, but they make it super hard to get in touch with someone. 2. Deliveries are never on time. They promise next day delivery but many of my orders get delayed. 3. Multiple times I’ve ordered “used- but in good condition” products for a smaller fee to be eco-friendly but many times items of the orders have been missing and it’s on me to package everything up again and haul it to the post office for a return. ",Negative,2024-08-03,2024,8,August,Saturday,16,133,used love amazon many many year ago back ’ deliver prime promise refunded monthly prime fee many thing go wrong ’ hold accountable customer support chat super hidden feature ’ figured access make super hard get touch someone delivery never time promise next day delivery many order get delayed multiple time ’ ordered “ used good condition ” product smaller fee ecofriendly many time item order missing ’ package everything haul post office return,en,74,447,11,6.04054054054054,Delivery,Low,6.727272727272728,1,1,0,Neutral
REV-989D5A11,Home & Living,2024-08-02 06:10:54+00:00,US,3,Great company does not care much about sellers,Neutral,2024-08-02,2024,8,August,Friday,6,8,great company care much seller,en,5,30,1,6.0,Other,Medium,5.0,0,0,1,Positive
REV-9EE8CF0B,Sports,2024-08-01 16:19:56+00:00,US,1,"Amazon keeps charging more $ but you get less customer service, especially shipping time. When I signed up there was guaranteed two day shipping. Now I'm lucky to get one out of ten orders in two days. Sometimes it's weeks. They are convenient but There other choices that give the same shipping time without the $130 yearly fee. And their prices aren't better either. ",Negative,2024-08-01,2024,8,August,Thursday,16,64,amazon keep charging get less customer service especially shipping time signed guaranteed two day shipping im lucky get one ten order two day sometimes week convenient choice give shipping time without yearly fee price arent better either,en,37,238,6,6.4324324324324325,Delivery,Low,6.166666666666667,0,0,0,Neutral
REV-8586C418,Food & Grocery,2024-07-31 15:23:44+00:00,US,1,Amazon does NOTHING to protect USA graphic designers artwork. They know (and are probably part of) DESIGN THEFT 'mainly' from SCUMBAG INTERNATIONAL THIEVES that steal directly from the Amazon.com website and sell CHEAPER and LOWER QUALITY T-Shirts on WALMART.COM and other scam websites. WHY does AMAZON display designers High res artwork on their site WITHOUT a watermark over them???,Negative,2024-07-31,2024,7,July,Wednesday,15,59,amazon nothing protect usa graphic designer artwork know probably part design theft mainly scumbag international thief steal directly amazoncom website sell cheaper lower quality tshirts walmartcom scam website amazon display designer high re artwork site without watermark,en,37,273,4,7.378378378378378,Product Quality,Low,9.25,0,0,0,Neutral
REV-6F34AB9F,Sports,2024-07-29 10:54:40+00:00,GB,5,Review text not found,Positive,2024-07-29,2024,7,July,Monday,10,4,review text found,en,3,17,1,5.666666666666667,Other,High,3.0,0,0,2,Neutral
REV-76F75CA9,Food & Grocery,2024-07-28 20:50:38+00:00,GR,3,Quick service... very nice,Neutral,2024-07-28,2024,7,July,Sunday,20,4,quick service nice,fr,3,18,1,6.0,Customer Support,Medium,3.0,1,0,1,Positive
REV-2B46CD20,Beauty,2024-07-27 07:19:29+00:00,PK,5,Amazon is a good products,Positive,2024-07-27,2024,7,July,Saturday,7,5,amazon good product,pl,3,19,1,6.333333333333333,Other,High,3.0,1,0,2,Neutral
REV-8015A71F,Electronics,2024-07-25 04:21:08+00:00,US,1,I have had my last 4 orders not arrive at my address.  This is getting ridiculous.   ,Negative,2024-07-25,2024,7,July,Thursday,4,16,last order arrive address getting ridiculous,en,6,44,2,7.333333333333333,Other,Low,3.0,0,0,0,Neutral
REV-8DE0D80C,Beauty,2024-07-25 03:30:44+00:00,GB,1,Illuminati properly ran out of ideas. So many cheap products selling for higher price.,Negative,2024-07-25,2024,7,July,Thursday,3,14,illuminati properly ran idea many cheap product selling higher price,en,10,68,2,6.8,Price,Low,5.0,0,0,0,Neutral
